"id","company_name","company_type","business_status","establishment_date","approval_date","legal_representative","registered_capital","company_size","business_scope","registered_address","business_term","source","taxpayer_identification_number","business_registration_number","organization_code","contact_phone","email","taxpayer_qualification","province","city","district","website_link","industry"
"327","安徽云创汇联农业科技发展集团有限公司","有限责任公司(自然人投资或控股)","存续","25/12/2019","20/7/2020","张海燕","10000000",,"农业信息咨询；瓜果蔬菜、花卉苗木、农作物的种植及销售；农家乐观光旅游；农用机械、农具、化肥、食用农产品销售；水产、家禽养殖及销售；农机服务；园林绿化技术服务；草坪、盆景的培育及销售；生态环保项目及基础设施建设；生态农业旅游项目开发；物流供应链管理及相关配套服务；乡村民族文化产品开发；企业管理咨询；企业营销策划；农业产业项目运营管理；农业主题公园开发、运营管理；农业综合开发；旅游资源开发和经营管理；文旅项目策划运营；工业产品、商业产品及农业产品展览策划运营；养老项目开发；农业生态园区的运营管理服务；土地综合整治开发；不动产租赁；农田水利建设；田园综合体项目设计、开发、建设、运营；新农村特色小镇项目建设；农业科技技术领域内的技术开发、技术服务、技术咨询、技术转让。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","安徽省合肥市瑶海区幸福南路红旗产业园银通物联A座12楼101室","2019-12-25至无固定期限","马克数据网","91340102MA2UEMGB6C","340102000277634","MA2UEMGB-6","19856555955","504863005@qq.com|560463005@qq.com",,"安徽省","合肥市","瑶海区",,"农业"
"328","合肥金有锁农业种植有限公司","有限责任公司(自然人投资或控股)","注销","28/1/2013","24/6/2021","韩仙锁","2000000",,"蔬菜、水果种植及销售；中草药种植；家禽良种培育、孵化、销售；农作物仓储服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","合肥市新站区三十头社区四十头村","2013-01-28至2033-01-27","马克数据网","91340100062470702L","340108000106363","06247070-2","13515646930;13909695258;18919651092","704089859@qq.com|yuminde@sina.com",,"安徽省","合肥市","瑶海区",,"农业"
"329","安徽猛忆园生态农业有限公司","有限责任公司(自然人独资)","存续","17/4/2019","17/4/2019","鲍来猛","5000000",,"蔬菜、瓜果种植及销售；农业技术开发、推广。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","安徽省合肥市瑶海区裕溪路3号水岸花园17栋303","2019-04-17至2049-04-16","马克数据网","91340102MA2TMALAXD","340102000188034","MA2TMALA-X","15755168428;15856974118","769097196@qq.com|15755168428@163.com",,"安徽省","合肥市","瑶海区",,"农业"
"330","合肥瑶海区三友苑",,"注销",,,"梁华明","20000",,"兰花.辅助材料.花卉/零售","安徽省合肥市裕丰花市A区26号",,"马克数据网",,"3401023015080",,,,,"安徽省","合肥市","瑶海区",,"农业"
"331","合肥市瑶海区敢曾园林绿化服务部","个体工商户","存续","16/11/2020","16/11/2020","倪勤中",,,"园林绿化工程设计；瓜果蔬菜、花卉苗木、农作物的种植。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","安徽省合肥市瑶海区临泉东路瑶海万达2号写字楼1510","2020-11-16至无固定期限","马克数据网","92340102MA2WEETT6H","340102601244350","MA2WEETT-6","13819334542",,,"安徽省","合肥市","瑶海区",,"公共设施管理业"
"332","合肥御陈农副产品有限公司","有限责任公司(自然人独资)","存续","1/4/2021","1/4/2021","陈令志","1000000",,"果品、蔬菜批发（含互联网批发）；果品、蔬菜零售(含互联网零售)；保藏水果及坚果（原料）；食用菌种植；双孢蘑菇种植；平菇种植；农副产品零售(含互联网零售)；预包装食品批发兼零售（含网上）；散装食品零售(含互联网零售)（依法须经批准的项目，经相关部门批准后方可开展经营活动）","安徽省合肥市瑶海区大兴镇百大周谷堆菌菇区A12栋7号仓201号","2021-04-01至无固定期限","马克数据网","91340102MA2WWYFF5P","340102000414239","MA2WWYFF-5","18516039091","18516039091@qq.com|3275326327@qq.com",,"安徽省","合肥市","瑶海区",,"农业"
"333","合肥瑶海区凌井云鲜花店","个体工商户","注销","12/3/2019","23/8/2022","凌井云","10000",,"鲜花、绿植、花瓶、园艺用品、水果销售；婚庆礼仪、花艺信息咨询服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","合肥市瑶海区五州商城B区1幢106B1门面","2019-03-12至无固定期限","马克数据网","92340102MA2THD7N8J","340102600932375","MA2THD7N-8","13053058829",,,"安徽省","合肥市","瑶海区",,"农业"
"334","合肥瑶海区周长祥鲜花店","个体工商户","注销","20/11/2018","23/5/2019","周长祥",,,"鲜花销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","合肥市瑶海区胜利路28号","2018-11-20至无固定期限","马克数据网","92340102MA2T8MCK07","340102600891324","MA2T8MCK-0",,,,"安徽省","合肥市","瑶海区",,"农业"
"335","安徽省大富农业种植有限公司","有限责任公司(自然人投资或控股)","注销","7/8/2014","12/8/2019","田大军","5000000",,"瓜果蔬菜、花卉苗木、农作物的种植及销售；农用机械、农具、化肥、水产的销售；农业信息咨询；农业科技、农业技术领域内的技术开发、技术服务、技术咨询、技术转让；食用农产品的销售（除专项许可项目）；农机租赁服务；园林绿化；园林技术服务；草坪、盆景的培育及销售；农业旅游项目开发。","合肥市瑶海区站西路1号君临大厦1204","2014-08-07至无固定期限","马克数据网","91340100395431795A","340100001050600","39543179-5","18856407966","18856407966@163.com|827815641@qq.com",,"安徽省","合肥市","瑶海区",,"农业"
"336","合肥然振农林开发有限公司","有限责任公司(自然人投资或控股)","存续","18/12/2015","18/12/2015","刘学莲","1000000",,"园林开发；苗木培育、销售；农产品批发、零售；园林绿化工程施工；农林技术咨询。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","合肥市新站区三十头社区五十头村西街组","2015-12-18至无固定期限","马克数据网","91340100MA2MRFAQ52","340108000140681","MA2MRFAQ-5","0551-66852923;13965010171;18856954247","543605686@qq.com|123@qq.com|1234567@126.com",,"安徽省","合肥市","瑶海区",,"农业"
"337","安徽嘉香园农业发展有限公司","有限责任公司(自然人投资或控股)","注销","8/11/2010","9/10/2012","黄开智","1000000",,"农副产品开发及销售（除食品），土特产销售，生态农业项目投资及开发，农业产品品牌推广，新农村建设配套项目信息咨询，国内广告设计、制作、发布及代理，展示展览策划。","安徽省合肥市瑶海区铜陵北路综合楼铜凤大厦424室","2010-11-08至2012-10-28","马克数据网",,"340100000460057",,,,,"安徽省","合肥市","瑶海区",,"农业"
"338","合肥市瑶海区丹灿花卉经营部","个体工商户","存续","22/12/2020","22/12/2020","丁涛涛",,,"花卉、绿植、盆景、苗木、水产品、水果、蔬菜销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","安徽省合肥市瑶海区临泉路美晨雅阁东苑4幢605室","2020-12-22至无固定期限","马克数据网","92340102MA2WJGCK7B","340102601262860","MA2WJGCK-7",,,,"安徽省","合肥市","瑶海区",,"农业"
"339","合肥琪菌食用菌有限公司","有限责任公司(自然人投资或控股)","存续","7/12/2021","7/12/2021","鹿财柱","1000000",,"一般项目：食用菌种植；蔬菜种植；新鲜蔬菜批发；新鲜蔬菜零售；农副产品销售；食用农产品批发；食用农产品零售；食品销售（仅销售预包装食品）；粮油仓储服务；鲜蛋零售；鲜蛋批发；水产品零售；花卉种植；礼品花卉销售（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）","安徽省合肥市瑶海区大兴镇周谷堆粮油冷冻市场菌菇区A 11栋10.11号","2021-12-07至无固定期限","马克数据网","91340102MA8NGEMR9M","340102000533659","MA8NGEMR-9","18788845088","878497696@qq.com",,"安徽省","合肥市","瑶海区",,"农业"
"340","合肥市瑶海区国俊蘑菇培养场","个体工商户","注销",,,"吴国俊","10000",,"蘑菇培养销售","安徽省合肥市瑶海区磨店乡尚小店村民组",,"马克数据网",,"3401023116105",,,,,"安徽省","合肥市","瑶海区",,"农业"
"341","张胜业","个体工商户","吊销，未注销","15/5/2009","18/12/2012","张胜业",,,"散装食品（非直接入口）销售、饲料/零售","安徽省合肥市瑶海区磨店集","2009-05-15至2011-05-14","马克数据网",,"340102600082354",,,,,"安徽省","合肥市","瑶海区",,"农业"
"342","合肥绿曼罗花卉有限公司","有限责任公司(自然人独资)","存续","8/11/2019","8/11/2019","汪璞","1000000",,"花卉租赁；花卉、景观树木、园艺资材、竹炭制品、消毒杀虫用品销售；绿化养护；家庭园艺；庭院设计；绿化工程施工；保洁服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","安徽省合肥市瑶海区当涂路花溪新村21栋503号","2019-11-08至无固定期限","马克数据网","91340102MA2U9QMF09","340102000260281","MA2U9QMF-0","13855199061","13855199061@189.com",,"安徽省","合肥市","瑶海区",,"农业"
"343","合肥市瑶海区迈菜丫生鲜食品配送农场","个体工商户","存续","26/5/2023","26/5/2023","王世界",,,"一般项目：新鲜水果批发；新鲜水果零售；农产品的生产、销售、加工、运输、贮藏及其他相关服务；新鲜蔬菜批发；鲜蛋零售；鲜蛋批发；鲜肉批发；鲜肉零售；水产品零售；食用农产品零售；食用农产品批发；新鲜蔬菜零售；谷物销售；豆及薯类销售；食品销售（仅销售预包装食品）（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）","安徽省合肥市瑶海区龙岗开发区瑶海区新安江路和郎溪路交汇合肥保利广F1-201室","2023-05-26至无固定期限","马克数据网","92340102MA8QH0DHXJ","340102601839371","MA8QH0DH-X",,,,"安徽省","合肥市","瑶海区",,"农业"
"344","安徽德茂生态农业有限公司","有限责任公司(自然人投资或控股)","吊销，未注销","21/9/2016","1/3/2019","艾德茂","5000000",,"农作物种植、销售；农副产品销售；水产养殖、销售；五金百货、建材、电子产品销售；建筑工程施工；园林工程设计、施工。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","合肥市瑶海区长江东路743号新东城大厦商4142","2016-09-21至无固定期限","马克数据网","91340100MA2N0QJ54T","340100001766198","MA2N0QJ5-4","18955139060","540517540@qq.com",,"安徽省","合肥市","瑶海区",,"农业"
"345","合肥市瑶海区花间蜜语花花卉店","个体工商户","存续","22/4/2022","22/4/2022","吴万水",,,"一般项目：礼品花卉销售；工艺美术品及收藏品批发（象牙及其制品除外）；工艺美术品及收藏品零售（象牙及其制品除外）（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）","安徽省合肥市瑶海区屯溪路裕丰花鸟市场A区1号巷道","2022-04-22至无固定期限","马克数据网","92340102MA8NYH16XD","340102601545433","MA8NYH16-X",,,,"安徽省","合肥市","瑶海区",,"农业"
"346","合肥瑶海区艺园斋盆景经营部","个体工商户","开业","17/7/2008","25/4/2012","朱秀文","30000",,"盆景、花卉/批零兼营","安徽省合肥市裕丰花市B区31号",,"马克数据网","92340102MA2P9Q2A8K","340102600040101","MA2P9Q2A-8","13966713074",,,"安徽省","合肥市","瑶海区",,"农业"
"347","安徽炜烨生态农业科技发展有限公司","有限责任公司(自然人投资或控股)","注销","24/6/2016","17/5/2019","吴伟","5000000",,"果树种植；花卉苗木种植；水产养殖与销售；农副产品、工艺纪念品、工艺品销售（含网上）；旅游观光服务及信息咨询；餐饮管理。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","合肥市漕冲批发市场合面街1幢北6号","2016-06-24至2066-06-23","马克数据网","91340100MA2MX4QC5L","340100001665437","MA2MX4QC-5","13696529783","540517540@qq.com",,"安徽省","合肥市","瑶海区",,"农业"
"348","合肥溢满香蔬菜有限公司","有限责任公司(自然人独资)","存续","1/8/2019","25/9/2020","李国贵","2000000",,"农产品种植；蔬菜、农副产品销售；农业科技领域内的技术研发。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","安徽省合肥市瑶海区大兴周谷堆商业街9号楼136/136上","2019-08-01至2049-07-31","马克数据网","91340102MA2TYT6770","340102000228064","MA2TYT67-7","13956958778;18133604289","2438103794@qq.com",,"安徽省","合肥市","瑶海区",,"农业"
"349","合肥市瑶海区阿杜农业经营部","个体工商户","存续","5/9/2022","5/9/2022","杜平","30000",,"一般项目：蔬菜种植（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）","安徽省合肥市瑶海区铜陵路与裕溪路交口华?小区2楼新车棚里","2022-09-05至无固定期限","马克数据网","92340102MA8PEM5Y0N","340102601622686","MA8PEM5Y-0","13349098167",,,"安徽省","合肥市","瑶海区",,"农业"
