"Notice_ID","Notice_Type","Tender_Number","Notice_Content","Successful_Bidder","Awarded_Amount","Tendering_Entity","Tendering_Address","Tendering_Contact_Person","Tendering_Contact_Information","Tendering_Agency","Agency_Address","Agency_Contact_Person","Agency_Contact_Information"
"329"," 中标结果公告"," 招标编号： HBSJ-202212TL-117001001"," 麻武线甘露山、黄陂及姜家线路所等站计算机联锁设备和行车指挥系统技术改造工程建管甲供物资集中招标（招标项目名称）MWX-01（计算机联锁设备）（标段名称）于2023年01月07日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2023年01月07日至2023年01月09日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 北京华铁信息技术有限公司","2827820"," 中国铁路武汉局集团有限公司武汉工程建设指挥部"," 武汉市江汉区汉口火车站站西路特1号"," 吴文清"," 027-51138562"," 中国铁路物资股份有限公司"," 天津市南开区长江道与南开三马路交口融汇广场2-1-4101"," 王强","17839722001"
"330"," 中标结果公告"," 招标编号： HBSJ-202212TL-117001002"," 麻武线甘露山、黄陂及姜家线路所等站计算机联锁设备和行车指挥系统技术改造工程建管甲供物资集中招标（招标项目名称）MWX-02调度集中设备(CTC)（标段名称）于2023年01月07日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2023年01月07日至2023年01月09日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 卡斯柯信号有限公司","5080000"," 中国铁路武汉局集团有限公司武汉工程建设指挥部"," 武汉市江汉区汉口火车站站西路特1号"," 吴文清"," 027-51138562"," 中国铁路物资股份有限公司"," 天津市南开区长江道与南开三马路交口融汇广场2-1-4101"," 王强","17839722001"
"331"," 中标结果公告"," 招标编号： HBSJ-202006FJ-052003001"," 长江职业学院新校区建设项目（二期）南区3#学生宿舍及配套工程施工（招标项目名称）长江职业学院新校区建设项目（二期）南区3#学生宿舍及配套工程施工（标段名称）于2022年11月15日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2022年11月15日至2022年11月17日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 湖北天健建设集团有限公司","22879947.29"," 湖北经济管理大学（长江职业学院）"," 鄂州市葛店开发区电商大道1号"," 余老师"," 027-87173713"," 湖北省招标股份有限公司"," 武昌区中北路108号兴业银行大厦五层"," 李頔"," 027-83763018"
"332"," 中标结果公告"," 招标编号： HBSJ-202212QT-037001001"," 武汉天河机场T3海关监控改造及智能系统升级项目（招标项目名称）武汉天河机场T3海关监控改造及智能系统升级项目（标段名称）于2023年01月07日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2023年01月07日至2023年01月09日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 盛视科技股份有限公司","2720044.84"," 武汉天河机场有限责任公司"," 武汉黄陂区天河机场内"," 朱晶"," 027-85819856"," 湖北路港工程咨询有限公司"," 武昌区民主路782号洪广大酒店A座14楼"," 向彩红","13026165768"
"333"," 中标结果公告"," 招标编号： HBSJ-202212FJ-210001001"," 湖北水利水电职业技术学院汤逊湖校区新建学生公寓、校史馆建设项目（招标项目名称）湖北水利水电职业技术学院汤逊湖校区新建学生公寓、校史馆建设项目工程总承包（EPC）（标段名称）于2023年01月07日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2023年01月07日至2023年01月09日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 中国建筑第五工程局有限公司、中南建筑设计院股份有限公司","128942532"," 湖北水利水电职业技术学院"," 湖北省武汉市洪山区"," 王老师"," 027-81292806"," 湖北江河盛腾工程咨询有限公司"," 湖北省武汉市东湖新技术开发区武大园路5-2号国家地球空间信息产业基地北主楼2单元12层04号"," 邹工","18986718683"
"334"," 中标结果公告"," 招标编号： HBSJ-202211FJ-196001001"," 老公寓楼装修改造工程施工（招标项目名称）老公寓楼装修改造工程施工（标段名称）于2022年12月24日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2022年12月24日至2022年12月28日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 四川旭兴建筑工程有限公司","2791834.95"," 湖北省某部"," 湖北省武汉市洪山区"," 郝先生、刘女士"," 18802772171、027-50721618"," 中化商务有限公司"," 北京市西城区复兴门外大街A2号中化大厦"," 中化商务有限公司","18911319408"
"335"," 中标结果公告"," 招标编号： HBSJ-202206TL-049001002"," 襄阳站计算机联锁设备技术改造工程建设单位管理甲供物资招标（招标项目名称）XYLS-02(信号集中监测设备）(第三次)（标段名称）于2022年12月31日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2022年12月31日至2023年01月03日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 河南辉煌科技股份有限公司","1860000"," 中国铁路武汉局集团有限公司襄阳工程建设指挥部"," 襄阳市樊城区铁院西路8号"," 漆工"," 0710-3021704"," 中国铁路物资股份有限公司"," 天津市南开区长江道与南开三马路交口融汇广场2-1-4101"," 付文博","15172673387"
"336"," 中标结果公告"," 招标编号： HBSJ-202011GL-051012003"," 鄂黄第二过江通道（燕矶长江大桥及接线）项目引桥及接线钢混组合梁、钢箱梁及跨江主桥钢桁梁制造招标（招标项目名称）鄂黄第二过江通道（燕矶长江大桥及接线）项目引桥及接线钢混组合梁、钢箱梁及跨江主桥钢桁梁制造YJGL-3标段（标段名称）于2022年12月28日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2022年12月28日至2022年12月30日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 中铁山桥集团有限公司","196694928.8"," 湖北交投燕矶长江大桥有限公司"," 湖北省黄冈市黄州区沿江大道23号"," 周先生"," 0713-8100259"," 华杰工程咨询有限公司"," 武汉市硚口区硚口路160号武汉城市广场写字楼19层"," 王中强"," 027-83608053"
"337"," 中标结果公告"," 招标编号： HBSJ-202011GL-051012001"," 鄂黄第二过江通道（燕矶长江大桥及接线）项目引桥及接线钢混组合梁、钢箱梁及跨江主桥钢桁梁制造招标（招标项目名称）鄂黄第二过江通道（燕矶长江大桥及接线）项目引桥及接线钢混组合梁、钢箱梁及跨江主桥钢桁梁制造YJGL-1标段（标段名称）于2022年12月28日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2022年12月28日至2022年12月30日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 中建科工集团有限公司","192462657.5"," 湖北交投燕矶长江大桥有限公司"," 湖北省黄冈市黄州区沿江大道23号"," 周先生"," 0713-8100259"," 华杰工程咨询有限公司"," 武汉市硚口区硚口路160号武汉城市广场写字楼19层"," 王中强"," 027-83608053"
"338"," 中标结果公告"," 招标编号： HBSJ-202011GL-051012002"," 鄂黄第二过江通道（燕矶长江大桥及接线）项目引桥及接线钢混组合梁、钢箱梁及跨江主桥钢桁梁制造招标（招标项目名称）鄂黄第二过江通道（燕矶长江大桥及接线）项目引桥及接线钢混组合梁、钢箱梁及跨江主桥钢桁梁制造YJGL-2标段（标段名称）于2022年12月28日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2022年12月28日至2022年12月30日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 中铁九桥工程有限公司","201299998.4"," 湖北交投燕矶长江大桥有限公司"," 湖北省黄冈市黄州区沿江大道23号"," 周先生"," 0713-8100259"," 华杰工程咨询有限公司"," 武汉市硚口区硚口路160号武汉城市广场写字楼19层"," 王中强"," 027-83608053"
"339"," 中标结果公告"," 招标编号： HBSJ-202011GL-051008001"," 鄂黄第二过江通道（燕矶长江大桥及接线）土建工程施工招标（招标项目名称）鄂黄第二过江通道（燕矶长江大桥及接线）土建工程YJTJ-1标段（标段名称）于2022年12月31日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2022年12月31日至2023年01月03日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 湖北交投建设集团有限公司","2241520045"," 湖北交投燕矶长江大桥有限公司"," 湖北省黄冈市黄州区沿江大道23号"," 周先生"," 0713-8100259"," 华杰工程咨询有限公司"," 武汉市硚口区硚口路160号武汉城市广场写字楼19层"," 王中强"," 027-83608053"
"340"," 中标结果公告"," 招标编号： HBSJ-202211FJ-194001001"," 武汉空港党群服务中心项目（招标项目名称）武汉空港党群服务中心项目（标段名称）于2022年12月30日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2022年12月30日至2023年01月03日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 深圳中壹建设（集团）有限公司","4406208.36"," 武汉天河机场有限责任公司"," 武汉市黄陂区天河镇"," 朱晶"," 027-85819856"," 湖北国华项目管理咨询有限公司"," 武汉市武昌区中北路109号中铁1818中心10楼"," 李贝、万齐威、王刚、刘素芳"," 027-87272701"
"341"," 中标结果公告"," 招标编号： HBSJ-202210GL-084001001"," 赤壁长江大桥东延段工程设计施工总承包招标（招标项目名称）赤壁长江大桥东延段工程设计施工总承包CBDYX-1标段（标段名称）于2022年12月28日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2022年12月28日至2022年12月30日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 湖北省路桥集团有限公司、山东省路桥集团有限公司、中交第二航务工程勘察设计院有限公司、湖北省交通规划设计院股份有限公司","1681012320"," 湖北交投赤东高速公路有限公司"," 咸宁市通山县凤池西路通山县凤梓寄宿小学西侧约260米"," 鲁先生"," 0715-6666055"," 华杰工程咨询有限公司"," 武汉市硚口区硚口路160号武汉城市广场A座19层"," 陈玉良"," 027-83853868"
